Cluster ID	X	Y	Z	Peak Stat	Cluster Size (mm3)
PositiveTail 1	0.0	-56.0	28.0	11.768344888759636	16384
PositiveTail 1a	2.0	-52.0	48.0	3.5887583740815026	
PositiveTail 1b	-12.0	-58.0	10.0	2.7665588499104996	
PositiveTail 1c	2.0	-58.0	50.0	2.7665588499104996	
PositiveTail 2	-36.0	20.0	-4.0	10.721840895500602	37840
PositiveTail 2a	-46.0	30.0	-12.0	6.946195298646026	
PositiveTail 2b	-50.0	30.0	10.0	5.160524246976449	
PositiveTail 2c	-48.0	18.0	0.0	5.160524246976449	
PositiveTail 3	-46.0	-60.0	24.0	9.683779804970019	165136
PositiveTail 3a	-48.0	-70.0	8.0	9.366103265859346	
PositiveTail 3b	-48.0	-60.0	28.0	9.212884808050434	
PositiveTail 3c	-48.0	-70.0	4.0	8.906337639569815	
PositiveTail 4	0.0	56.0	22.0	8.906337639569815	51840
PositiveTail 4a	-4.0	44.0	-12.0	8.105780121861299	
PositiveTail 4b	0.0	14.0	50.0	7.946322853773549	
PositiveTail 4c	-4.0	56.0	12.0	7.115551876391121	
PositiveTail 5	38.0	24.0	-6.0	8.906337639569815	36632
PositiveTail 5a	48.0	24.0	-2.0	7.946322853773549	
PositiveTail 5b	54.0	30.0	8.0	7.284996367793103	
PositiveTail 5c	46.0	10.0	34.0	6.946195298646026	
PositiveTail 6	16.0	-26.0	-4.0	4.971800793707324	26104
PositiveTail 6a	-10.0	2.0	0.0	4.58449904107627	
PositiveTail 6b	-2.0	-16.0	6.0	4.3880124493760455	
PositiveTail 6c	14.0	10.0	0.0	4.3880124493760455	
PositiveTail 7	-6.0	-20.0	34.0	3.1800037495684332	1392
PositiveTail 7a	-4.0	-16.0	44.0	2.973791763419871	
PositiveTail 7b	0.0	-20.0	36.0	2.973791763419871	
PositiveTail 7c	-4.0	-14.0	32.0	2.7665588499104996	
