Cluster ID	X	Y	Z	Peak Stat	Cluster Size (mm3)
PositiveTail 1	-2.0	52.0	10.0	5.15491732174993	19104
PositiveTail 1a	-2.0	54.0	20.0	5.15491732174993	
PositiveTail 1b	-8.0	54.0	8.0	4.8812763948780775	
PositiveTail 1c	-6.0	46.0	2.0	4.8812763948780775	
PositiveTail 2	-52.0	-60.0	18.0	5.01459741257337	11960
PositiveTail 2a	-46.0	-60.0	26.0	4.8812763948780775	
PositiveTail 2b	-48.0	-56.0	18.0	4.8812763948780775	
PositiveTail 2c	-48.0	-66.0	12.0	4.648879570173709	
PositiveTail 3	-4.0	-54.0	32.0	4.8812763948780775	6296
PositiveTail 3a	-12.0	-52.0	26.0	3.7881949839012674	
PositiveTail 3b	-6.0	-58.0	26.0	3.4794266649218755	
PositiveTail 3c	2.0	-62.0	34.0	3.4794266649218755	
PositiveTail 4	8.0	8.0	-2.0	4.38342744859659	7280
PositiveTail 4a	2.0	16.0	-2.0	3.7881949839012674	
PositiveTail 4b	12.0	8.0	2.0	3.7881949839012674	
PositiveTail 4c	-8.0	0.0	0.0	3.4794266649218755	
PositiveTail 5	60.0	-44.0	18.0	4.38342744859659	15848
PositiveTail 5a	46.0	-66.0	-14.0	3.4794266649218755	
PositiveTail 5b	56.0	-68.0	4.0	3.4794266649218755	
PositiveTail 5c	46.0	-68.0	-4.0	3.4794266649218755	
PositiveTail 6	-44.0	22.0	-8.0	4.08195368896593	6096
PositiveTail 6a	-36.0	20.0	-8.0	4.08195368896593	
PositiveTail 6b	-40.0	26.0	-12.0	3.4794266649218755	
PositiveTail 6c	-42.0	18.0	-4.0	3.4794266649218755	
PositiveTail 7	38.0	18.0	-8.0	3.7881949839012674	4128
PositiveTail 7a	32.0	24.0	-12.0	3.1506157285801555	
PositiveTail 7b	28.0	16.0	-10.0	2.7998125652045167	
PositiveTail 7c	32.0	22.0	-16.0	2.7998125652045167	
PositiveTail 8	-4.0	8.0	56.0	3.7881949839012674	5152
PositiveTail 8a	-2.0	8.0	46.0	3.1506157285801555	
PositiveTail 8b	-8.0	14.0	62.0	2.7998125652045167	
PositiveTail 8c	0.0	6.0	50.0	2.7998125652045167	
PositiveTail 9	-60.0	-30.0	22.0	3.1506157285801555	1664
PositiveTail 9a	-46.0	-28.0	14.0	2.7998125652045167	
PositiveTail 9b	-58.0	-34.0	24.0	2.4539621609735818	
PositiveTail 9c	-56.0	-30.0	16.0	2.4539621609735818	
PositiveTail 10	8.0	-90.0	4.0	3.1506157285801555	1152
PositiveTail 10a	6.0	-86.0	14.0	2.4539621609735818	
PositiveTail 10b	6.0	-84.0	4.0	2.4539621609735818	
PositiveTail 10c	6.0	-90.0	10.0	2.4539621609735818	
PositiveTail 11	-44.0	-34.0	52.0	2.7998125652045167	336
PositiveTail 12	-48.0	10.0	28.0	2.7998125652045167	984
PositiveTail 12a	-56.0	2.0	24.0	2.4539621609735818	
PositiveTail 12b	-54.0	10.0	22.0	2.4539621609735818	
PositiveTail 12c	-50.0	6.0	28.0	2.4539621609735818	
PositiveTail 13	54.0	-30.0	4.0	2.7998125652045167	448
PositiveTail 13a	50.0	-28.0	-4.0	2.089550426919434	
PositiveTail 13b	52.0	-34.0	8.0	2.089550426919434	
PositiveTail 13c	54.0	-28.0	0.0	2.089550426919434	
PositiveTail 14	-40.0	-62.0	42.0	2.4539621609735818	640
PositiveTail 14a	-30.0	-64.0	44.0	2.4539621609735818	
PositiveTail 14b	-36.0	-62.0	38.0	1.718069158758547	
PositiveTail 14c	-42.0	-56.0	44.0	1.718069158758547	
PositiveTail 15	-46.0	6.0	46.0	2.4539621609735818	768
PositiveTail 15a	-40.0	14.0	48.0	1.718069158758547	
PositiveTail 16	-14.0	-90.0	-2.0	2.4539621609735818	1040
PositiveTail 16a	-6.0	-86.0	0.0	2.4539621609735818	
PositiveTail 16b	-2.0	-80.0	4.0	2.4539621609735818	
PositiveTail 16c	-10.0	-82.0	-8.0	2.089550426919434	
PositiveTail 17	60.0	-4.0	-12.0	2.4539621609735818	208
PositiveTail 18	52.0	12.0	2.0	2.4539621609735818	200
PositiveTail 19	42.0	4.0	44.0	2.4539621609735818	704
PositiveTail 19a	44.0	6.0	52.0	2.4539621609735818	
PositiveTail 19b	44.0	8.0	44.0	2.089550426919434	
PositiveTail 19c	48.0	-2.0	48.0	1.718069158758547	
PositiveTail 20	-6.0	-20.0	34.0	2.4539621609735818	240
PositiveTail 21	4.0	22.0	40.0	2.4539621609735818	544
PositiveTail 22	52.0	24.0	10.0	2.4539621609735818	704
PositiveTail 22a	46.0	28.0	14.0	1.718069158758547	
PositiveTail 23	-58.0	-50.0	38.0	2.089550426919434	88
PositiveTail 24	-50.0	-38.0	44.0	2.089550426919434	208
PositiveTail 25	-38.0	-32.0	58.0	2.089550426919434	264
PositiveTail 26	-20.0	-80.0	42.0	2.089550426919434	112
PositiveTail 27	34.0	-86.0	0.0	2.089550426919434	88
PositiveTail 28	38.0	-34.0	64.0	2.089550426919434	168
PositiveTail 29	48.0	10.0	-6.0	2.089550426919434	112
PositiveTail 30	38.0	-30.0	44.0	1.718069158758547	96
