//Reference=MNI
//Author here
//Subjects=6
24.000000	50.000000	34.000000
-28.000000	36.000000	32.000000
7.000000	10.000000	68.000000
14.000000	-82.000000	46.000000
-2.000000	-48.000000	-20.000000

//Author here
//Subjects=6
24.000000	50.000000	34.000000
7.000000	10.000000	68.000000

//Author here
//Subjects=6
24.000000	50.000000	34.000000
7.000000	10.000000	68.000000
14.000000	-82.000000	46.000000
-2.000000	-48.000000	-20.000000

//Author here
//Subjects=6
47.620000	-62.718300	46.368300
65.240000	-22.138900	-8.536400
16.186600	-1.601100	13.723900
-41.232000	6.509700	54.965600
-1.543300	-5.971800	68.938900
-29.574200	20.955500	48.044200
-42.556600	31.310900	31.712100
-22.381600	54.267100	23.979200
-60.780600	30.602400	24.174500
-43.963000	59.656400	-0.759300
-5.381000	66.544500	16.063100
-48.558300	-64.437600	46.502000
-70.343200	-41.385700	2.441400
-12.652800	1.655200	17.127600
-0.739400	-38.370200	21.462600
54.705200	22.205500	29.128100
34.370800	34.944100	30.523800
28.976000	46.457900	28.505000
41.533600	62.454700	0.254400
8.493600	62.055400	11.819400
34.002200	50.893500	-10.956700
63.125200	42.890900	20.605500
21.888000	-3.344000	59.527700
38.989600	-4.299000	59.411400
45.287200	5.542600	48.476900
27.184200	13.777900	60.261400
47.620000	-62.718300	46.368300
65.240000	-22.138900	-8.536400
16.186600	-1.601100	13.723900
-41.232000	6.509700	54.965600
-1.543300	-5.971800	68.938900
-29.574200	20.955500	48.044200
-42.556600	31.310900	31.712100
-22.381600	54.267100	23.979200
-60.780600	30.602400	24.174500
-43.963000	59.656400	-0.759300
-5.381000	66.544500	16.063100
-48.558300	-64.437600	46.502000
-70.343200	-41.385700	2.441400
-12.652800	1.655200	17.127600
-0.739400	-38.370200	21.462600
54.705200	22.205500	29.128100
34.370800	34.944100	30.523800
28.976000	46.457900	28.505000
41.533600	62.454700	0.254400
8.493600	62.055400	11.819400
34.002200	50.893500	-10.956700
63.125200	42.890900	20.605500
21.888000	-3.344000	59.527700
38.989600	-4.299000	59.411400
45.287200	5.542600	48.476900
27.184200	13.777900	60.261400
47.620000	-62.718300	46.368300
65.240000	-22.138900	-8.536400
16.186600	-1.601100	13.723900
-41.232000	6.509700	54.965600
-1.543300	-5.971800	68.938900
-29.574200	20.955500	48.044200
-42.556600	31.310900	31.712100
-22.381600	54.267100	23.979200
-60.780600	30.602400	24.174500
-43.963000	59.656400	-0.759300
-5.381000	66.544500	16.063100
-48.558300	-64.437600	46.502000
-70.343200	-41.385700	2.441400
-12.652800	1.655200	17.127600
-0.739400	-38.370200	21.462600
54.705200	22.205500	29.128100
34.370800	34.944100	30.523800
28.976000	46.457900	28.505000
41.533600	62.454700	0.254400
8.493600	62.055400	11.819400
34.002200	50.893500	-10.956700
63.125200	42.890900	20.605500
21.888000	-3.344000	59.527700
38.989600	-4.299000	59.411400
45.287200	5.542600	48.476900
27.184200	13.777900	60.261400

//Author here
//Subjects=6
15.390000	24.281500	59.516000
37.841800	16.842800	57.651600
57.016400	0.955000	43.150900
36.399000	50.304000	22.521200
52.388600	35.711400	11.294100
49.790600	-60.162400	51.705000
62.454600	-49.653400	35.065400
66.676500	-42.482900	31.070000
66.476600	-55.541200	-0.173400
17.263400	-1.509100	14.819000
-44.482400	11.520500	51.237100
-46.839200	31.199600	30.655400
-23.691900	63.836300	-3.573100
-38.547400	49.457000	4.494700
-9.696700	66.090600	10.574700
-25.733600	68.109300	10.589600
-51.770700	-53.540100	50.085800
-60.412600	-42.473800	42.565800
-62.664400	-37.084500	29.872500
-65.294000	5.030400	-17.122000
-14.843100	4.386300	11.347800
1.416300	-24.983200	29.236800
15.390000	24.281500	59.516000
37.841800	16.842800	57.651600
57.016400	0.955000	43.150900
36.399000	50.304000	22.521200
52.388600	35.711400	11.294100
49.790600	-60.162400	51.705000
62.454600	-49.653400	35.065400
66.676500	-42.482900	31.070000
66.476600	-55.541200	-0.173400
17.263400	-1.509100	14.819000
-44.482400	11.520500	51.237100
-46.839200	31.199600	30.655400
