// Reference=Talairach
// Awh E, 1996: Subject Group 2
// Subjects=9
-33	-46	38
-17	-60	45
-42	17	22
-28	1	52
-26	-67	-50
-6	3	54
12	-64	47
26	-55	50
24	3	52
1	-64	-25
33	-60	-25
-3	12	40
-17	-60	43
-28	1	50
-3	14	43
26	-58	45
12	-64	47
26	3	50
3	-17	2
3	-62	-25
28	-60	-38

// Braver T S, 2001: Working Memory
// Subjects=28
-43	24	27
37	30	36
37	48	15
25	9	45

// Braver T S, 1997: Brain Areas Showing Monotonic Increases in Activity as a 
// Function of Memory Load
// Subjects=8
13	8	54
-42	23	39
37	37	33
-47	6	15
43	6	31
-32	20	8
-39	-1	29
-47	-2	43
-30	-6	57
-26	-60	45
32	-56	43
18	1	23

// Callicott J H, 1999: Significant Increases in Activation as a Function of 
// Working Memory Load
// Subjects=9
42	26	20
36	30	16
30	32	0
28	14	48
20	8	56
32	4	52
-50	10	36
-48	24	20
-32	0	56
-8	-2	64
-4	-8	68
0	0	64
16	-4	12
2	-18	12
8	2	8
44	-28	32
4	-60	60
-36	-58	52

// Carlson S, 1998: Two-Back vs. Zero-Back
// Carlson S, 1998: One-Back vs. Zero-Back
// Carlson S, 1998: Two-Back vs. One-Back
// Subjects=7
38	23	31
-37	32	32
18	3	58
-23	14	51
2	10	54
-9	10	55
37	14	29
-43	17	27
34	53	10
-26	49	11
37	-6	49
-44	-4	40
3	-68	46
-4	-64	45
8	-58	65
-13	-63	57
29	-59	45
-35	-58	45
41	-51	33
-45	-54	40
25	-74	27
-22	-75	22
2	14	40
-3	11	44
6	-51	29
-5	-50	23
34	17	3
-36	11	6
14	4	56
-32	-4	62
-8	-5	55
-38	34	-7
12	50	-8
-26	54	3
2	-52	54
-7	-57	54
18	-66	56
-15	-63	42
-31	-59	43
-55	-44	51
27	-82	-2
-14	-79	11
8	32	-4
-8	52	-2
-8	-62	28
40	34	21
-34	40	32
24	12	50
-26	7	51
11	10	56
-11	23	53
53	24	5
-50	18	24
12	54	1
-13	56	17
50	0	46
-36	-8	50
8	-61	45
-8	-59	53
24	-59	51
-19	-61	55
29	-57	36
-37	-60	38
42	-48	37
-43	-55	34
34	-77	12
-27	-79	23
5	29	25
-4	5	43
28	12	10
-44	13	1

// Casey B J, 1998: Boston Site
// Subjects=5
-32	43	13
39	38	25
42	18	48
29	11	55
-42	29	17
-36	18	1
-1	15	51
23	-27	57
-48	-29	48
46	-32	43
-19	-56	54
39	-40	60
-5	-41	56

// Casey B J, 1998: Madison Site
// Subjects=5
37	38	21
31	3	46
-26	-2	46
2	13	42
-2	-43	24
11	-51	45

// Casey B J, 1998: Minnesota Site
// Subjects=6
-7	63	15
24	36	33
-23	31	47
9	28	-23
-23	19	34
25	19	41
17	-10	-5
-39	-13	14
-47	-20	-34
-7	-26	69
-63	-26	-16
1	-33	29
-47	-34	-18
17	-34	6
-23	-39	76
-15	-40	3
10	-47	62
49	-60	29
-30	-60	-35
17	-52	-15
-7	-74	32
17	-84	15

// Casey B J, 1998: Pittsburgh Site
// Subjects=8
-3	50	0
10	40	50
-9	24	61
29	-5	49
-32	15	56
36	38	27
29	10	8
-42	6	5
30	-6	43
-7	-52	58
12	-48	66
4	-50	10
44	-53	35
-57	-51	34
-36	-58	59
25	-60	54
55	-52	-2
-29	-76	32
-36	-78	11
-2	-88	19
25	-86	-15

// Cohen J D, 1994: Memory - Control
// Subjects=12
17	49	25
-29	38	20
31	42	22
-36	33	13
39	39	14
-3	39	13
3	22	15
-24	27	-11
26	41	-11

// Cohen J D, 1997: Load
// Subjects=10
37	32	30
7	29	37
-41	8	16
45	13	26
-35	2	40
32	6	58
12	-61	53
-40	-48	40
44	-55	43

// Dade L A, 2001: Odor Working Memory - Baseline
// Dade L A, 2001: Face Working Memory - Baseline
